Customer ID,Country,State,City,Zip Code,Gender,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,CustomerID,Age,Under 30,Married,Number of Dependents,ID,Population,Quarter,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E
0404-SWRVG,United States,California,La Habra,90631,1,0,1,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,74.4,229.55,Yes,1,0.7473684210526315,0.5363575717144764,Product dissatisfaction,0404-SWRVG,21,Yes,No,2,123,"67,354",Q3,0,0.028169014084507,0.2920584116823365,0.8352941176470589,No,No,Yes,Yes,0.5587064676616916,8.74,0,43.8,0.0203420644623924,1,Churned,Dissatisfaction,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
4412-YLTKF,United States,California,Pico Rivera,90660,0,0,1,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,1,78.05,2135.5,Yes,1,0.9473684210526316,0.585946186346453,Service dissatisfaction,4412-YLTKF,72,No,No,1,127,"63,288",Q3,0,0.3661971830985915,0.0666133226645329,0.2117647058823529,Yes,No,No,No,0.5950248756218905,0.0,10,89.91,0.185152509035807,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
6207-WIOLX,United States,California,Avalon,90704,0,1,0,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,1,58.6,1502.65,Yes,1,0.9894736842105263,0.486324216144096,Lack of self-service on Website,6207-WIOLX,27,Yes,Yes,0,132,"3,699",Q3,6,0.3380281690140845,0.0,0.5647058823529412,Yes,No,Yes,Yes,0.4014925373134328,4.48,0,0.0,0.1234999556781329,1,Churned,Attitude,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3091-FYHKI,United States,California,Harbor City,90710,1,0,0,1,No,No phone service,DSL,No,No,No,No,No,Yes,1,35.45,35.45,Yes,1,0.7894736842105263,0.06626639982210364,Network reliability,3091-FYHKI,64,No,No,0,134,"24,660",Q3,0,0.0,0.0,0.2588235294117647,No,No,Yes,Yes,0.1711442786069651,0.0,0,0.0,0.0011782926547794,3,Churned,Dissatisfaction,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
2372-HWUHI,United States,California,Lakewood,90712,1,0,0,2,Yes,No,DSL,No,No,No,No,No,No,0,44.35,81.25,Yes,1,0.7473684210526315,0.12608405603735823,Don't know,2372-HWUHI,45,No,No,0,135,"30,173",Q3,0,0.0140845070422535,0.936987397479496,0.0352941176470588,No,No,No,Yes,0.2597014925373134,0.0,0,93.68,0.0128424700492892,3,Churned,Other,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0390-DCFDQ,United States,California,Los Alamitos,90720,0,1,1,1,Yes,No,Fiber optic,No,No,No,No,No,No,1,70.45,70.45,Yes,1,0.7473684210526315,0.43606849010451415,Don't know,0390-DCFDQ,76,No,Yes,2,140,"21,343",Q3,1,0.0,0.3056611322264453,0.3529411764705882,No,No,No,Yes,0.5194029850746269,0.0,0,15.28,0.0053830161950429,2,Churned,Other,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
4080-OGPJL,United States,California,San Pedro,90731,0,0,0,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0,71.15,563.65,Yes,1,0.6421052631578947,0.14654213920391373,Don't know,4080-OGPJL,53,No,No,0,142,"58,639",Q3,0,0.0985915492957746,0.962992598519704,0.2117647058823529,No,Yes,Yes,Yes,0.5263681592039802,0.0,0,385.12,0.0775557410198043,1,Churned,Other,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
2135-RXIHG,United States,California,Carson,90745,1,0,0,1,Yes,No,DSL,No,No,No,No,No,No,1,45.65,45.65,Yes,1,0.7157894736842105,0.13275517011340893,Poor expertise of online support,2135-RXIHG,63,No,No,0,148,"55,486",Q3,0,0.0,0.2824564912982596,0.2823529411764706,No,No,No,Yes,0.2726368159203979,0.0,0,14.12,0.0032120809701973,1,Churned,Competitor,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
3874-EQOEP,United States,California,Long Beach,90804,1,0,1,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,95.0,655.5,Yes,1,0.9368421052631579,0.17411607738492324,Poor expertise of phone support,3874-EQOEP,32,No,No,4,152,"43,467",Q3,0,0.0845070422535211,0.4104820964192838,0.3294117647058823,No,No,Yes,No,0.763681592039801,36.6,10,143.64,0.0628183020878108,1,Churned,Competitor,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0867-MKZVY,United States,California,Altadena,91001,0,1,1,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0,82.4,1592.35,Yes,1,0.8526315789473684,0.8263286635534801,Price too high,0867-MKZVY,26,Yes,Yes,1,162,"36,243",Q3,5,0.2676056338028169,0.7321464292858573,0.6,No,No,Yes,Yes,0.6383084577114428,33.43,0,732.0,0.1897945974152825,1,Churned,Price,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3376-BMGFE,United States,California,Monrovia,91016,0,0,1,4,Yes,No,Fiber optic,No,No,No,No,No,No,1,70.9,273,Yes,1,0.736842105263158,0.50789415165666,Product dissatisfaction,3376-BMGFE,42,No,No,1,167,"41,067",Q3,0,0.0422535211267605,0.670134026805361,0.3176470588235294,No,No,No,Yes,0.5238805970149254,8.74,0,134.0,0.0315187013191191,1,Churned,Dissatisfaction,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3445-HXXGF,United States,California,Sierra Madre,91024,1,1,0,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,1,45.3,2651.2,Yes,1,1.0,0.7651767845230153,Service dissatisfaction,3445-HXXGF,66,No,Yes,0,169,"10,558",Q3,6,0.8028169014084507,0.0,0.2823529411764706,Yes,No,No,Yes,0.2691542288557213,40.95,0,0.0,0.2164989404564985,1,Churned,Dissatisfaction,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1875-QIVME,United States,California,Tujunga,91042,0,1,1,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,104.4,242.8,Yes,1,0.8210526315789473,0.597509450744941,Lack of self-service on Website,1875-QIVME,26,Yes,Yes,3,172,"26,753",Q3,1,0.0140845070422535,0.2302460492098419,0.6235294117647059,Yes,Yes,Yes,Yes,0.8572139303482588,45.44,0,23.02,0.0166432792160548,3,Churned,Attitude,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0691-JVSYA,United States,California,Pasadena,91103,0,1,0,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1,94.85,5000.2,Yes,1,0.7894736842105263,0.5170113408939292,Network reliability,0691-JVSYA,24,Yes,Yes,0,174,"27,891",Q3,5,0.7323943661971831,0.8125625125025004,0.8588235294117647,Yes,No,Yes,Yes,0.7621890547263681,18.55,0,2152.86,0.5948454504857844,1,Churned,Competitor,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2656-FMOKZ,United States,California,Pasadena,91106,0,0,1,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,74.45,1145.7,Yes,1,0.9894736842105263,0.8258839226150767,Limited range of services,2656-FMOKZ,70,No,No,2,177,"23,742",Q3,0,0.1971830985915492,0.8815763152630527,0.2235294117647058,No,No,No,Yes,0.5592039800995025,0.0,0,661.05,0.1493053174532822,2,Churned,Dissatisfaction,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2070-FNEXE,United States,California,Pasadena,91107,0,0,1,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,0,76.45,503.6,Yes,1,0.8,0.537247053591283,Lack of affordable download/upload speed,2070-FNEXE,77,No,No,2,178,"32,369",Q3,0,0.0845070422535211,0.5391078215643129,0.2117647058823529,No,No,No,No,0.5791044776119403,11.05,0,188.65,0.055179888241994,2,Churned,Price,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
6317-YPKDH,United States,California,Glendale,91202,0,0,0,1,No,No phone service,DSL,No,Yes,No,No,No,No,0,29.95,29.95,Yes,1,0.9473684210526316,0.5628196575494773,Long distance charges,6317-YPKDH,54,No,No,0,181,"21,990",Q3,0,0.0,0.0,0.3176470588235294,No,No,No,Yes,0.1164179104477611,0.0,0,0.0,0.0007183487512104,1,Churned,Competitor,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
9367-WXLCH,United States,California,Glendale,91204,1,0,1,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0,84.5,662.65,Yes,1,0.8526315789473684,0.03313319991105179,Extra data charges,9367-WXLCH,51,No,No,2,183,"17,015",Q3,0,0.0985915492957746,0.5147029405881176,0.2235294117647058,No,No,Yes,Yes,0.6592039800995024,33.21,0,205.84,0.0680650076350688,2,Churned,Price,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1918-ZBFQJ,United States,California,Glendale,91206,0,0,1,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,1,79.25,1111.65,Yes,1,0.7157894736842105,0.6980209028241049,Price too high,1918-ZBFQJ,48,No,No,3,185,"31,297",Q3,0,0.1690140845070422,0.6709341868373675,0.8941176470588235,Yes,No,No,Yes,0.6069651741293532,48.25,0,436.02,0.1236044883834895,1,Churned,Competitor,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1024-GUALD,United States,California,Glendale,91207,0,1,0,1,No,No phone service,DSL,No,No,No,No,No,No,1,24.8,24.8,Yes,1,0.9368421052631579,0.633311096286413,Product dissatisfaction,1024-GUALD,29,Yes,Yes,0,186,"9,864",Q3,4,0.0,0.0,0.3411764705882353,No,No,Yes,Yes,0.0651741293532338,0.0,0,0.0,0.0002876740051413,1,Churned,Dissatisfaction,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
2472-OVKUP,United States,California,Canoga Park,91304,1,1,1,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,1,91.0,531,Yes,1,0.9368421052631579,0.062263731376473175,Service dissatisfaction,2472-OVKUP,39,No,Yes,2,192,"49,242",Q3,5,0.0704225352112676,0.8417683536707341,0.3411764705882353,Yes,No,Yes,Yes,0.7238805970149254,0.0,0,252.48,0.0637331723250917,2,Churned,Dissatisfaction,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
